id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating_ver,cont_rating,vpp_lic,ver,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,user_rating
286070473,Mileage Log | Fahrtenbuch,71203840,USD,5.99,8,0,0,4+,1,9.0.5,Business,37,5,3,4.5
286799607,Cleartune - Chromatic Tuner,11423008,USD,3.99,3241,297,4,4+,1,2.1.3,Music,43,2,10,4
286906691,Lifesum – Inspiring healthy lifestyle app,,USD,0,5795,12,4,4+,1,8.4.1,Health & Fitness,37,5,11,3.5
286911400,Hangman.,4765696,USD,0,42316,248,3.5,9+,1,2.0.6,Games,38,0,1,3
288113403,iTranslate - Language Translator & Dictionary,287933440,USD,0,123215,25,5,4+,1,10.5.4,Productivity,37,5,23,3.5
288120394,TouchOSC,4263936,USD,4.99,782,7,3.5,4+,1,1.9.8,Music,43,1,1,4
288419283,RadarScope,,USD,9.99,3449,23,4.5,4+,1,3.4.1,Weather,37,5,1,4
288429040,LinkedIn,273844224,USD,0,71856,62,4.5,4+,1,9.1.32,Social Networking,37,2,23,3.5
289084315,Period Tracker Deluxe,40216576,USD,1.99,13350,489,5,12+,1,9.6,Health & Fitness,38,0,15,4.5
289446241,Election 2016 Map,2386944,USD,0.99,137,0,0,4+,1,5,Entertainment,37,1,1,3
289523017,Blackjack by MobilityWare,105431040,USD,0,180087,1101,4.5,12+,,5.5.3,Games,37,5,5,3.5
289894882,White Noise,44129280,USD,0.99,33426,299,5,4+,1,7.2,Health & Fitness,37,5,3,4
290638154,iHeartRadio – Free Music & Radio Stations,116443136,USD,0,293228,110,3,,1,8.0.0,Music,37,5,2,4
290807369,Line Rider iRide™,1646592,USD,1.99,21609,69,2.5,9+,1,2.4,Entertainment,40,0,1,3.5
290986013,Deliveries: a package tracker,30016512,USD,4.99,4684,10,4,4+,,8.0.3,Utilities,37,4,9,4
291430598,Hurricane Pro,29518848,USD,2.99,2104,0,0,17+,1,5.2,Weather,37,0,1,4.5
292421271,Fieldrunners,66872320,USD,2.99,41633,6,3,9+,1,1.7.177604,Games,,0,1,4
292628469,Juxtaposer,45229056,USD,2.99,3610,7,5,4+,1,3.8.2,Photo & Video,37,5,1,4.5
292738169,Deezer - Listen to your Favorite Music & Playlists,127470592,USD,0,4677,12,4,12+,1,6.19.0,Music,37,5,21,3
293118835,iStellar,44241920,USD,3.99,30,0,0,4+,0,2.9.0,Navigation,37,0,2,3.5
293523031,Sonos Controller,107983872,USD,0,48905,2691,4.5,4+,1,7.2,Music,37,4,12,4.5
293573778,Avertinoo,,,,,,,,,,,,,,3
293622097,Google Earth,37214208,USD,0,446185,1359,3.5,4+,1,7.1.6,Travel,43,5,30,3.5
293760823,iFart - The Original Fart Sounds App,60320768,USD,1.99,21825,10,4,9+,1,4.0.8,Entertainment,37,5,1,3
293778748,PAC-MAN,100849664,USD,0,508808,99,4.5,4+,1,6.3.5,Games,38,5,10,3
294056623,FOX Sports Mobile,72748032,USD,0,57500,103,4,4+,0,3.5.13,Sports,37,0,1,3
294536447,First Words Animals,32164864,USD,1.99,2576,4,5,4+,1,7,Games,38,5,1,4
294631159,WeatherPro,69079040,USD,1.99,1572,34,4.5,4+,1,4.8.2,Weather,37,0,13,4
294934058,,,,,,,,,,,,,,,3
295430577,Star Walk - Find Stars And Planets in Sky Above,150195200,USD,4.99,8932,55,5,4+,1,7.2.3,Education,37,0,12,4.5
295646461,"The Weather Channel: Forecast, Radar & Alerts",199734272,USD,0,495626,5893,4.5,4+,1,8.11,Weather,37,0,33,3.5
295759189,Big Day - Event Countdown,13156352,USD,0.99,812,14,4,4+,1,8.2.0,Lifestyle,38,0,7,3
295775656,12 Steps AA Companion - Alcoholics Anonymous,30367744,USD,2.99,1583,2,4.5,12+,1,2.5.9.2,Lifestyle,37,5,1,3.5
296581815,OpenTable - Restaurant Reservations,93420544,USD,0,113936,150,5,4+,1,10.18.0,Food & Drink,37,1,6,4.5
297244048,VLC Remote,31505408,USD,4.99,2027,2,5,4+,1,9.3,Entertainment,37,5,33,4
297332787,gFlashPro - Flashcards & Tests,25997312,USD,3.99,768,4,4,4+,1,7.1,Education,37,3,3,4
297368629,Lose It! – Weight Loss Program and Calorie Counter,182054912,USD,0,373835,402,4.5,4+,1,8.0.2,Health & Fitness,37,3,1,4
297430070,Target,138754048,USD,0,108131,13,2,4+,1,8.21.0,Shopping,37,0,1,3
297606726,Fish Tycoon,13564835,USD,0.99,18943,1787,4.5,4+,1,1.1.0,Games,47,0,1,3.5
297606951,"Amazon App: shop, scan, compare, and read reviews",133688320,USD,0,126312,22,3,4+,1,9.10.0,Shopping,37,5,8,3.5
297694601,Touchgrind,55205888,USD,4.99,35735,378,4.5,4+,1,1.5.1,Games,40,0,0,4
298127110,ProPresenter Remote,46922752,USD,4.99,410,7,2.5,4+,1,4.8.1,Utilities,37,5,1,3
298206806,iReal Pro - Music Book & Play Along,63283200,USD,12.99,1390,143,5,4+,1,7.0.1,Music,37,5,33,4.5
298596830,NRJ Radio,53426176,USD,0,38,2,5,4+,1,5.2.6,Music,37,5,4,3.5
298867247,Chase Mobile℠,39505920,USD,0,233270,14625,4.5,4+,1,2.61,Finance,37,0,2,4.5
299029654,大辞林,210088960,USD,21.99,64,0,0,4+,1,4.1.1,Reference,37,5,2,4.5
299515267,Allrecipes Dinner Spinner,36399104,USD,0,109349,1540,5,12+,1,6.3,Food & Drink,37,5,1,3.5
299853944,新浪新闻-阅读最新时事热门头条资讯视频,115143680,USD,0,2229,4,1,17+,1,6.2.1,News,37,0,1,3.5
299949744,MotionX GPS,56481792,USD,1.99,14970,24,4.5,4+,1,24.2,Navigation,37,0,1,3.5
300048137,AccuWeather - Weather for Life,181941248,USD,0,144214,2162,4,4+,1,10.4.1,Weather,37,1,43,3.5
300238550,"Mint: Personal Finance, Budget, Bills & Money",162891776,USD,0,232940,683,4.5,4+,1,5.9.0,Finance,37,5,1,4
300255638,ABC News - US & World News + Live Video,98108416,USD,0,48407,20,3.5,12+,0,5.16,News,37,0,1,3
300265786,Rowmote: Remote Control for Mac,54088704,USD,0.99,5531,37,2.5,4+,1,4.3,Utilities,40,3,13,3.5
300590611,Peekaboo Barn,50155520,USD,1.99,3393,77,4,4+,1,5.1.0,Education,43,5,1,4
300704847,Speedtest by Ookla,23936000,USD,0,65016,274,5,4+,1,3.8.2,Utilities,38,4,17,3.5
301387274,Pocket God,145293312,USD,0.99,187529,1071,4,9+,1,1.48.2,Entertainment,43,5,1,4
301521403,Nike+ Training Club - Workouts & Fitness Plans,140367872,USD,0,33969,466,5,4+,1,5.4.1,Health & Fitness,37,0,17,3.5
301724680,Citi Mobile®,281244672,USD,0,48822,193,4,4+,1,8.5.0,Finance,37,0,1,3.5
302049354,Phase 10 Pro - Play Your Friends!,66695168,USD,1.99,59155,101,2.5,4+,1,3.2.0,Games,40,5,1,4.5
302584613,"Kindle – Read eBooks, Magazines & Textbooks",169747456,USD,0,252076,80,4.5,4+,1,5.11,Book,37,5,9,3.5
303058767,MASH,41691136,USD,1.99,4913,1,4,9+,1,3.3.2,Games,37,3,15,4
303191318,同花顺-炒股、股票,122886144,USD,0,1744,0,0,4+,1,10.10.46,Finance,37,0,1,3.5
303337299,Wedding Dash Deluxe,55803904,USD,0.99,16567,1155,4.5,4+,1,2.29.13,Games,43,4,1,4.5
303849934,Beer Pong Game,188956672,USD,0,187315,9,4,17+,1,17.05.15,Games,37,5,9,2
304731501,Tempo - Metronome with Setlists,22185984,USD,2.99,4781,1,5,4+,1,3.9.2,Music,37,5,10,4.5
304770340,Skat,66160640,USD,3.99,94,4,4.5,4+,1,11.0.10,Games,37,0,1,4.5
304871603,Color Splash,28135424,USD,0.99,29554,55,5,4+,1,3.6.1,Photo & Video,37,0,3,4
304871622,Zombieville USA,27962441,USD,0.99,32988,2489,4,12+,1,1.7,Games,47,5,1,4
304878510,Skype for iPhone,133238784,USD,0,373519,127,4,4+,1,6.35.1,Social Networking,37,0,32,3.5
305343404,Tumblr,151573504,USD,0,334293,919,4,17+,1,8.6,Social Networking,37,5,16,4
305557780,iSwap Faces,27069440,USD,1.99,2302,3,5,4+,1,5.1,Photo & Video,37,5,1,3.5
305939712,Match™ - #1 Dating App.,101259264,USD,0,60659,57,2.5,17+,1,17.05.01,Social Networking,37,5,10,3
306169895,Tozzle - Toddler's favorite puzzle,168192000,USD,2.99,2562,10,4.5,4+,1,5.1,Games,37,5,4,4
306257910,HomeBudget with Sync,17485824,USD,4.99,3042,6,4,4+,1,3.3.0,Finance,37,5,11,3.5
306375551,Wind Meter,5234688,USD,0.99,338,12,2,4+,1,5,Weather,43,0,1,2.5
306468004,Map My Run+ - GPS Running & Workout Tracker,237913088,USD,2.99,16434,3,4.5,4+,1,17.5.5,Health & Fitness,37,0,9,4.5
306561234,Map My Ride+ - GPS Cycling & Route Tracker,233513984,USD,2.99,10046,7,5,4+,1,17.5.5,Health & Fitness,37,0,9,4.5
306621789,"HuffPost - News, Politics & Entertainment",110420992,USD,0,29107,85,4,12+,1,11.2,News,37,5,10,3
306628397,Phrase Party!,47774720,USD,1.99,878,48,4.5,17+,1,8.7.5,Games,38,5,1,4
306937053,Minesweeper Classic,22259712,USD,0.99,1140,20,3.5,4+,1,3.6,Games,37,4,1,3.5
307132353,Sally's Spa,431771648,USD,2.99,35074,403,4,4+,1,3.3.0,Games,43,0,6,4.5
307184892,"CBS Sports App - Sports Scores, News, Stats, Watch",120357888,USD,0,59639,11,2.5,17+,1,10.2.2,Sports,37,4,1,3
307219387,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,90828800,USD,4.99,2913,357,5,4+,1,7.4,Health & Fitness,43,5,1,4
307354030,iSwap Faces LITE,30796800,USD,0,39722,0,0,4+,1,5.1,Photo & Video,37,5,1,3
307386350,DIRECTV,151397376,USD,0,81006,25,3,4+,1,4.9.705,Entertainment,37,0,1,3.5
307569751,NYTimes Crossword - Daily Word Puzzle Game,46880768,USD,0,53465,204,4,4+,1,2.8.1,Games,37,5,1,3.5
307727765,Doodle Jump,48741376,USD,0.99,395261,88,4.5,4+,1,3.17.6,Games,37,0,1,4.5
307741537,LEDit – The LED Banner App,17145856,USD,1.99,2021,147,4.5,4+,1,3.5.1,Utilities,37,4,12,4.5
307764057,niconico,25808896,USD,0,182,0,0,17+,1,6.52,Entertainment,37,5,3,3
307906541,Fandango Movies - Times + Tickets,81924096,USD,0,291787,589,5,4+,1,8.6,Entertainment,37,4,1,4
308111628,iCab Mobile (Web Browser),19451904,USD,1.99,2441,4,5,17+,1,9.9,Utilities,38,4,12,4
308339980,iRagdoll - Ragdoll Physics,118683648,USD,0.99,1372,25,4,12+,1,1.8.3,Games,37,2,1,4
308368164,Proloquo2Go - Symbol-based AAC,723764224,USD,249.99,773,10,3.5,4+,1,5.0.1,Education,37,5,3,4
308750436,Dictionary.com Dictionary & Thesaurus,111275008,USD,0,200047,177,4,4+,1,7.1.3,Reference,37,0,1,4
308834491,20 Minutes.fr - l'actualité en continu,109616128,USD,0,112,0,0,12+,1,5.0.11,News,37,5,17,3.5
309025938,The Masters Tournament,120725504,USD,0,148160,63,3.5,4+,1,9.0.701,Sports,37,5,1,4.5
309172177,myAT&T,68491264,USD,0,108507,628,3,4+,1,5.3,Utilities,37,5,2,3
309187846,SFR TV,122153984,USD,0,46,0,0,4+,1,7.3.0,Entertainment,37,5,1,3
309465525,"Shutterfly: Prints, Photo Books, Cards Made Easy",122315776,USD,0,51427,874,5,4+,1,7.7.0,Photo & Video,37,5,1,4
309527804,StickWars,17010688,USD,0.99,53821,165,4,12+,0,1.8.9,Games,43,1,1,3.5
309735670,Indeed Job Search,3691520,USD,0,38681,563,4.5,4+,1,4.3,Business,37,3,28,4
310303959,World Cup Table Tennis™,31387648,USD,0.99,17776,6,5,4+,1,4.6.1,Games,37,0,11,4
310633997,WhatsApp Messenger,135044096,USD,0,287589,73088,4.5,4+,1,2.17.22,Social Networking,12,0,35,4.5
310636441,"iStudiez Pro – Homework, Schedule, Grades",55815168,USD,2.99,7308,15,4.5,4+,1,1.9.1,Productivity,37,5,30,4
310738695,Zillow Real Estate - Homes for Sale & for Rent,132632576,USD,0,342969,88478,4.5,4+,1,10.4.5,Lifestyle,37,5,1,4.5
310951782,2XL Supercross,270729216,USD,4.99,6093,3,5,4+,1,1.2.1,Games,37,5,7,4
311466554,Pocket Tanks Deluxe,39827456,USD,4.99,5452,39,4.5,9+,1,2.3.1,Games,38,5,1,4.5
311548709,Wells Fargo Mobile,57328640,USD,0,43064,216,2.5,4+,1,3.55,Finance,37,0,2,3
311762416,radio.de - Der Radioplayer,40717312,USD,0,64,9,5,4+,1,4.0.5,Music,37,5,14,4.5
311785642,AutoScout24 - mobile used & new car market,141136896,USD,0,220,2,5,4+,1,9.1.10,Productivity,37,5,13,4.5
311972587,Sky Burger - Build & Match Food Free,146228224,,0,114096,2157,4,4+,1,3.0.3,Games,37,5,3,4.5
312220102,MindNode – Delightful Mind Mapping,52294656,,9.99,1296,4,5,4+,1,4.5.3,Productivity,37,4,13,4
312266675,Packing Pro,16332800,,2.99,1293,31,5,4+,1,12.2,Travel,37,5,11,4
312325565,USAA Mobile,164382720,,0,19946,13,2.5,4+,1,7.32.3,Finance,37,5,1,4
312343159,The Moron Test,45712384,,0,88613,392,4.5,4+,1,6.3.1,Entertainment,37,5,1,4
313199385,Sunday Lawn,16086016,,0.99,107727,55,4.5,4+,1,1.41.1,Games,37,3,1,3.5
314303518,Peggle Classic,223805440,,0.99,21416,974,4.5,4+,1,1.7.2,Games,43,0,5,4.5
314506629,SmartGo Player,22159360,,2.99,533,27,4,4+,1,2.5.1,Games,37,3,9,4
314652382,I Am T-Pain 2.0,20542280,,2.99,32650,754,3.5,12+,1,2.0.4,Music,43,1,1,3.5
314716233,TextNow - Unlimited Text + Calls,130637824,USD,0,164963,69,4,4+,1,8.5.1,Social Networking,37,5,3,3.5
314819528,Boating Weather,8900608,USD,1.99,141,15,3,4+,,4.5,Weather,40,0,1,3
314855255,Best Buy,180500480,USD,0,80424,46,4.5,4+,,10.11.0,Shopping,37,5,2,4
314864297,I Dig It,19853312,USD,0.99,17190,180,4.5,4+,,1.12,Games,40,0,1,4
315021242,Unblock Me,42926080,USD,0.99,7973,127,5,4+,,1.5.95,Games,40,5,15,4
316025912,Sonic The Hedgehog,36692992,USD,2.99,19621,1191,4.5,4+,,2.1.2,,37,5,1,4
316227296,10 Pin Shuffle Pro Bowling,36647936,USD,3.99,7315,138,4.5,4+,,2.01,Games,37,5,6,4
316391924,Sky News,91697152,USD,0,118,0,0,12+,,4.6,News,37,5,1,3
317469184,"ESPN: Get scores, news, alerts & watch live sports",51538944,USD,0,290996,150,3.5,4+,,5.7.1,,37,5,2,3.5
317809458,LiveATC Air Radio,8302592,USD,3.99,2785,90,4,4+,,1.9.0,Travel,37,5,26,4
317904170,The Sims 3,430128128,USD,6.99,54408,65,2,12+,1,1.4.10,,37,5,8,3.5
318304532,"Chess Pro with Coach - Learn,Play & Online Friends",69960704,USD,9.99,8138,107,4.5,4+,1,2.89,Games,37,5,13,4
318592730,Guess My Age  Math Magic,767126,USD,0,123190,68841,3,4+,1,1.1,Education,47,0,1,3
318639200,Crush the Castle,12996628,USD,0.99,23810,582,4,12+,1,1.5,Games,45,0,1,3.5
319204550,2016 U.S. Open Golf Championship,139545600,USD,0,54192,32,2,4+,1,8.0.263,,37,0,1,4
319284643,"The Championships, Wimbledon 2016 - Tennis Grand Slam",130394112,USD,0,20953,481,4,4+,1,8.1,Sports,37,5,1,4
319295332,TuneIn Radio Pro - MLB Audiobooks Podcasts Music,101925888,USD,9.99,71609,99,4,12+,1,11.9,Music,37,4,14,4.5
319740707,NBC News,52951040,USD,0,32881,7,2,12+,1,5.11.0,News,37,5,1,3.5
319881193,"Grindr - Gay and same sex guys chat, meet and date",80409600,USD,0,23201,14,2,17+,1,3.9.1,,37,5,5,2.5
320029256,Whole Foods Market,137312256,USD,0,17906,4,3,4+,1,8.3.17,Shopping,37,5,1,3
320279293,NAVIGON Europe,144412672,USD,74.99,927,3,2.5,4+,1,2.17,Navigation,37,2,21,3.5
320300350,Virtual Families,27746273,USD,1.99,18920,3014,4.5,9+,1,1.1.2,Games,47,0,1,3.5
320596872,Sparkasse+,119648256,USD,0.99,30,0,0,4+,1,3.1.3,0,37,0,3,3
320599923,Sparkasse - Your mobile branch,119574528,USD,0,77,1,4,4+,1,3.1.3,Finance,37,0,3,3
320606217,Sleep Cycle alarm clock,79315968,USD,0,104539,11,4.5,4+,1,5.4.1,Health & Fitness,37,5,13,4.5
320636131,FACEinHOLE®,12818432,USD,0.99,4016,1,5,12+,1,5.7,Photo & Video,37,5,1,4
320650307,Harvest - Select the Best Produce,18165760,USD,1.99,299,28,4.5,4+,1,3.1,Food & Drink,38,0,1,4
321369231,WORMS,253834240,USD,1.99,5758,9,3,12+,1,2.6,Games,40,0,1,4
321756558,Pixel Starships™ : 8Bit MMORPG,69083136,USD,0,5565,140,4.5,9+,1,0.39,Games,37,5,17,4.5
322423174,Traffic Rush,8573952,USD,0.99,213092,51,4.5,9+,1,1.45.1,Games,37,3,1,3.5
322439990,MyRadar NOAA Weather Radar Forecast,127284224,USD,0,150158,3392,5,4+,1,5.1.4,Weather,37,2,8,4.5
322523436,Resident Evil 4: PLATINUM,81374398,USD,4.99,6046,446,4,12+,1,1.04.10,Games,47,0,1,4
323229106,"Waze - GPS Navigation, Maps & Real-time Traffic",94139392,USD,0,345046,3040,4.5,4+,1,4.24,Navigation,37,5,36,4.5
323242790,Cartoon Wars,13216994,USD,0.99,35930,262,4,12+,1,114,Games,43,0,1,3.5
323438913,Moto X Mayhem,21010210,USD,0.99,22557,526,4,4+,1,1.8.7,Games,47,0,1,4
324266640,Fantasy Football Manager - FFM for FPL,35998720,USD,0.99,292,1,5,17+,1,9.3,Sports,37,1,1,3
324684580,Spotify Music,132510720,USD,0,878563,8253,4.5,12+,1,8.4.3,Music,37,5,18,4.5
324887734,McDo France,37001216,USD,0,22,0,0,4+,1,4.0.16,Food & Drink,37,0,30,3.5
325462190,PGA Championship 2016 – Baltusrol Golf Club,64147456,USD,0,10472,58,2,17+,0,8.1,Sports,37,5,1,3.5
325658560,BFMTV : l'info en continu,100779008,USD,0,115,70,5,17+,0,5.0.3,News,37,4,1,4
325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",123718656,USD,1.99,13915,205,5,4+,1,5.1.4,Weather,37,2,8,4.5
325954996,Spider:  The Secret of Bryce Manor,126312448,USD,1.99,6780,68,4.5,9+,1,1.5,Games,38,0,5,4
325962257,My Measures PRO,79882240,USD,7.99,1701,35,4.5,4+,1,6.06,Productivity,37,5,21,4
326082487,Food Additives Checker (E Numbers),6418432,USD,1.99,6,0,0,4+,1,4.1.2,Health & Fitness,37,0,8,3.5
326161564,SFR Mon Compte,74093568,USD,0,19,0,0,4+,1,6.4.0,Utilities,37,5,1,3
326574411,Baby Connect (Activity Log),12937216,USD,4.99,3483,79,5,4+,1,5.4.3,Medical,37,0,14,4.5
326876192,Epson iPrint,53388288,USD,0,2838,26,2.5,4+,1,6.3.1,Photo & Video,37,5,12,3
326885152,Mad Libs,118498304,USD,0,117889,725,4.5,4+,1,3.3.3,Entertainment,38,1,1,3
326979430,BATTLE BEARS: Zombies!,103197675,USD,0.99,50710,309,4,9+,1,1.6.7,Games,45,0,1,3.5
327193945,Hurricane Tracker,24574976,USD,2.99,3960,0,0,4+,1,5,Weather,37,0,1,4.5
327243363,NFL Sunday Ticket,96093184,USD,0,24258,305,2.5,4+,1,2.6.042,Entertainment,37,0,1,3
327455869,2016 US Open Tennis Championships,77700096,USD,0,37522,39,3,4+,1,8.0.353,Sports,37,4,1,4
327630330,Dropbox,180804608,USD,0,49578,16,3,4+,1,50.2,Productivity,37,5,20,3.5
328011357,Wa Kingyo - Goldfish Pond,56397824,USD,0.99,626,44,5,4+,1,2.0.3,Entertainment,38,5,2,4
328205875,Monkey Preschool Lunchbox,229272576,USD,1.99,9286,49,3.5,4+,1,4.02,Games,38,5,1,4
328415391,Yahoo Fantasy Sports,131000320,USD,0,190670,19,2.5,17+,1,9.1.0,Sports,37,3,45,3.5
329127297,Gaia GPS Classic,53097472,USD,19.99,2429,8,3.5,4+,1,10.9.13,Navigation,37,5,16,4.5
329541503,Geocaching®,108166144,USD,0,12811,134,1.5,4+,1,5.3,Navigation,37,0,22,3.5
329670577,Camera+,89187328,USD,1.99,32338,261,4.5,4+,1,9.1,Photo & Video,37,0,10,4
329703516,Alter Ego,13647872,USD,4.99,262,43,4,12+,1,1.3.0,Games,40,5,1,4
329887910,Parking Mania,123544576,USD,0.99,9657,47,4.5,4+,1,2.5.0,Games,38,0,12,4.5
329981776,Sudoku⁺,1608704,USD,2.99,18332,1007,5,4+,1,3.4,Games,37,5,2,4.5
330376830,Period Tracker Lite,50169856,USD,0,53620,2872,5,12+,1,9.5.1,Health & Fitness,38,0,15,4
330803072,Camera Plus: For Macro Photos & Remote Photography,101181440,USD,0.99,38533,36,3.5,4+,1,4.5.4,Photo & Video,37,4,11,2.5
331004675,The perfect Egg timer,15329280,USD,0.99,40,0,0,4+,1,1.8.9,Food & Drink,37,4,7,3.5
331177703,Letter Quiz - alphabet tracing for kids,31845376,USD,1.99,472,0,0,4+,1,2.4,Games,37,5,1,4
331177714,Starbucks,135032832,USD,0,303856,7027,4.5,4+,1,4.3.5,Food & Drink,37,0,2,4.5
331259725,央视影音-海量央视内容高清直播,54648832,USD,0,2070,0,0,4+,1,6.2.0,Sports,37,0,1,2.5
331271904,Bloons TD,8432232,USD,2.99,7941,76,3.5,4+,1,1.2.1,Games,47,0,1,4
331308914,Weight Watchers,230720512,USD,0,136833,64,4.5,12+,1,5.9.0,Health & Fitness,37,5,6,3.5
331786748,"CNN: Breaking US & World News, Live Video",80211968,USD,0,112886,298,1.5,12+,1,5.3,News,37,1,1,3.5
331804452,Gilt,148201472,USD,0,26353,3,2.5,4+,1,5.1.3,Shopping,37,5,2,3.5
332568551,TRUTH or DARE!!! - FREE,20795392,USD,0,171055,31,3.5,12+,1,5,Entertainment,38,1,1,3
333180061,Canabalt,27934720,USD,2.99,4540,140,4.5,9+,1,2.31,Games,43,5,15,4
333206289,Alipay - Makes Life Easy,208309248,USD,0,1926,2,3,4+,1,10.0.15,Lifestyle,38,5,3,3
333246187,Scanner911 Pro,33812480,USD,3.99,14345,100,2.5,12+,1,4,News,37,0,1,4
333263435,Daily Teachings,20298752,USD,4.99,1340,288,5,4+,1,1.7.3,Lifestyle,38,0,1,4.5
333710667,Scanner Pro - PDF document scanner app with OCR,101346304,USD,3.99,31912,154,5,4+,1,7.1.3,Business,37,5,9,4.5
333903271,Twitter,210569216,USD,0,354058,452,4,17+,1,6.79.1,News,37,2,33,3.5
334235181,"Trainline UK: Live Train Times, Tickets & Planner",110198784,USD,0,248,0,0,4+,1,22,Travel,37,4,1,4
334256223,CBS News - Watch Free Live Breaking News,78047232,USD,0,11691,44,4.5,12+,1,3.5.1,News,37,5,1,3.5
334264405,iOvilus,9946112,USD,1.99,381,6,2,12+,1,iOV 2.1.3,Entertainment,38,0,1,3
334503000,The Impossible Quiz!,44652544,USD,0,18884,451,4.5,9+,1,1.62,Entertainment,37,0,1,4
334989259,WolframAlpha,30369792,USD,2.99,7410,82,4.5,9+,1,1.7.3,Reference,37,5,1,4
335029050,Catan,376171520,USD,1.99,15175,308,4,4+,1,4.6.2,Games,38,0,6,4
335047649,ScanBizCards Business Card Reader,96815104,USD,0.99,3166,34,4.5,4+,1,6.08,Business,37,5,5,4
335364882,"Walgreens – Pharmacy, Photo, Coupons and Shopping",169138176,USD,0,88885,333,4,12+,1,6.5,Shopping,37,5,1,4.5
335545504,King of Dragon Pass,364490752,USD,9.99,882,85,5,12+,1,2.3.2,Games,43,5,1,5
335709058,Stylebook,44135424,USD,3.99,1729,599,4.5,17+,1,7,Lifestyle,37,5,3,4
335744614,NBA,112074752,USD,0,43682,19,2.5,4+,1,2013.4.3,Sports,37,5,1,3.5
335862325,Blower,98942976,USD,0.99,861,70,2.5,4+,1,4.2,Entertainment,40,4,1,2
335875911,My Cycles Period and Ovulation Tracker,77686784,USD,0,7469,68,5,12+,1,5.10.3,Health & Fitness,37,0,2,3.5
335989871,"Kmart – Download Now, Shop Online & Pick Up Today!",94496768,USD,0,4186,6,4.5,4+,1,17,Shopping,37,0,1,3.5
336141475,优酷视频,204959744,USD,0,4885,0,0,12+,1,6.7.0,Entertainment,38,0,2,3.5
336347946,DOOM Classic,32796672,USD,4.99,3970,509,4,17+,1,2.7,Games,40,3,5,4
336353151,SoundCloud - Music & Audio,105009152,USD,0,135744,594,4.5,4+,1,5.6.0,Music,37,4,7,4
336435697,imo video calls and chat,22562816,USD,0,18841,0,0,4+,1,7.0.84,Social Networking,38,2,29,4
